language,review,voted_up,playtime
schinese,"无论从任何方面来说都是一款好游戏
虽然并不完美,但打开了国产3a之门
虽然四大名著不是最喜欢西游记
但脑海中还是有那种灵动的猴子
等待了一上午当看到齐天大圣的那一刻
激动的心仿佛回到了坐在大屁股电视前的下午
这次我是猴子
全成就至少要二周目且打到火焰山
但游戏整体不难,印象里没有卡我半个小时以上的boss,总之,玩了绝对不会后悔的游戏",True,4391
schinese,什么时候我们能忘记齐天大圣和他背后的故事，如果每个人都读懂了西游记，在现实生活中面临天庭的工资待遇和肉体毁灭胡萝卜加大棒的威逼利诱时，能否有个声音从内心响起，告诉你那玉帝老儿，俺老孙可不是吃素的。你说你依然害怕，怕父母叹气、怕领导失望、怕丢工作饭碗、怕妻子背叛、怕衙门案底。一味妥协期待换来安稳与幸福，可懦弱二字就像紧箍咒，等到你咽气的一瞬间，才能解除。可你忘了人世有限，再入轮回记忆可就清空了。感谢我自己，感谢游戏科学，感谢冯总和杨师兄。,True,9034
schinese,过了1年多来补课，依然觉得挺好的，内容细节用心，场面宏大史诗。,True,1377
schinese,先放个推荐，等后面再来详评吧！怎么说也是玩儿上了哈哈哈,True,295
schinese,算是把西游题材发挥到淋漓尽致了，在这个题材上基本没有能够超越黑猴的了，期待钟馗,True,5324
schinese,画面，动画，类魂，还有就是IP，都超级喜欢,True,867
schinese,"黑猴整体确实是个半成品，“完成比完美更重要”诚不欺我'~~
通关后，有种以前跑步很慢，没人关注的小孩突然以接近第一梯队的速度冲刺了2/3，最后累的只能走路到终点，然后摊手看着你的感觉……让人骂不出口，只能无奈说一句“干的不错，下次加油”！",True,6202
schinese,大圣杨戬太简单，不如小黄龙一根。大boss设计是真shi阿，视角锁定和攻击判定拉完了。,True,2970
schinese,金猴奋起千钧棒，玉宇澄清万里埃。今日欢呼孙大圣，只缘妖雾又重来！哥哥们，干了这碗酒 我们一起打上凌霄宝殿！,True,559
schinese,我是纯粹的手残党，跟着攻略走到小雷音寺；感觉有在一步一步的进步哈哈哈，总得来说还不错，就是有点晕3d，玩会得歇一会，要不有点犯恶心,True,3847
schinese,沉浸的配乐，宏大的画面，孤独的天命人面对三界大千，也有种孤独怅寥廓的悠扬,True,2100
schinese,操作爽快、剧情紧凑，不晕视角，简直完美！对比了其他游戏，不得不说还是中国味的游戏适合我,True,10957
schinese,推荐兄弟们，建议2个小时开风灵月影速推,True,688
schinese,用VR玩更有代入感，场景建模如同旅游模拟器,True,1075
schinese,作为中国玩家，无需多言，必须满分,True,3316
schinese,高考一结束就马上买了人生中第一台电脑，迫不及待注册steam，不惜原价买了下来，连续好几周足不出户拼命玩，怀念那段时光,True,2295
schinese,设计上手之后挺失望，优化不好，到处都是空气墙,False,50
schinese,美术，动作设计顶尖，唯一缺点是指引不足，容易迷路。,True,8256
schinese,二周目全成就达成，黑猴的场景做的确实不错，闪避音效也很爽，过场动画好看，其他没有特别突出,True,2433
schinese,打不过是真难受，20小时凭自己实力打完第二面是真爽,True,3118
schinese,"一从大地起风雷，便有精生白骨堆。
僧是愚氓犹可训，妖为鬼蜮必成灾。
金猴奋起千钧棒，玉宇澄清万里埃。
今日欢呼孙大圣，只缘妖雾又重来。",True,2652
schinese,喜欢美术风格。可惜内容太少，后面几章太赶。,True,7622
schinese,神中神，无敌，非常牛逼，奈何文化不高只能说牛逼,True,6692
schinese,"一开始跟恐怖游戏一样，不知道从哪里就跳出来一个怪把你吓死。
二周目开始就体验收集的乐趣，三周目就是爽游了完虐BOSS了，不建议玩五周目了，活生生的魂游了。
",True,9085
schinese,村里第一个大学生，萌新第一款3A大作，自然伟大，无需多言！可惜游科膨胀了，马不停蹄地去开发钟馗了，那我缺的天宫DLC这块谁来补啊,True,5330
schinese,非常非常喜欢！非常非常对味儿！真的是在欣赏一个游戏！,True,8011
schinese,一般人不要玩脾气大不要玩没耐心不要玩反正就是不要玩不要不要不要不要不要玩,True,7434
schinese,尽管之前手残，但是我现在已经可以被大圣摁着捶死了，所以还是决定给个好评,True,4947
schinese,"我是第一次玩中国神话类的3A大作,个人玩起来十分的带感,整体玩下来还是十分的流畅的,好评,支持",True,4404
schinese,虽然是村里的第一个大学生，但我还是要主观评价一下，对于我来说是一款狗屎游戏，完全没有玩下去的欲望，探索很无聊，地图设计也很乱，眼睛看着很难受，战斗手感还ok，画质没得说确实是行业顶尖的,True,55
schinese,国内第一个大学生，无需多言。战斗充满爽感，美术优秀。一周目打白衣，虎先锋，杨戬，每个都死了几十次，但是击败他们的成就感真的很高。,True,4034
schinese,故事讲的太好了，天命人也是代表我们普通人，百折不挠，我命由我不由天。,True,3317
schinese,14年注册STEAM就用的这个头像，现在11年了，终于脚踏七彩祥云了,True,4025
schinese,每次更新之后都是安装错误提示，更新的意义何在,False,1164
schinese,平时忙于学业游玩时间不长 感觉都挺好 除了那个司马地图设计 30级打完虎先锋了才知道还没打石敢当 回去饶了一大圈才知道石敢当在什么地方 地图真是太折磨人了,False,672
schinese,是好游戏，但是还可以做的更好，很多地方都不到位，就比如长的要死的复活加载,False,737
schinese,如果一定要借鉴其他游戏的话，我的意思是，何必非要去借鉴已经忘记自己是游戏的游戏呢,False,3904
schinese,"什么时候更新dlc啊，没玩爽啊
",False,10645
schinese,好，适用中国人的传统认知，画面和地图设计还需多多打磨,True,620
schinese,演出很棒，但还有不少瑕疵，好的开始，再接再厉,True,3096
schinese,真的搞笑，之前通了2周目，然后删了。过了好久，无聊重下，结果没存档，以为自己删了。然后打了几小时后，关闭游戏，后面在进，刚刚打得存档显示验证失败,False,3215
schinese,今日回头忆大圣 只缘妖雾又重来,True,2691
schinese,不推荐，人家是花钱体验，我是花钱受罪，白衣秀士打了10遍了，还没过，血压也上来了，难啊！准备卸载！！！,False,205
schinese,玩了一遍就提不起兴趣，本来就是个动作类线性游戏，动作技能还这么生硬，,False,2680
schinese,我从来都不喜欢“不能不喜欢”的东西，这个游戏尤为典型。“不能不喜欢，不喜欢是你自己的问题，不是游戏的问题”这个逻辑本来就是为了催眠和安慰自己用的金身。所有的缺点都能因为是第一次而被原谅、被淡化，哪怕这个问题已经非常影响游玩体验了...然后把挑问题的人极端化、妖魔化。因为我的缺点都是因为第一次所以你们不能说不好？不然就是挑刺？因为我的缺点是因为第一次，所以TGA得给年度游戏？不然就是暗箱操作？黑猴的品质能拿年度，那仁王又有何不可？忍龙又有何不可？猎天使魔女又有何不可？战神5又有何不可？这些ARPG单比游戏品质哪个比你差了？那就算小机器人最后没有拿让给黑猴，那是不是也是运气好？得最佳动作是不是也是运气好？没和其他这些动作游戏撞到同一年？,False,1913
schinese,外包的阶段动画不错，游戏太难。,False,1232
schinese,"黑猴给了我一段有趣的旅程,我没开挂,打不过的BOSS看看攻略,练习一下,也能过去.希望能有黑猴2,再来一次有趣的旅行.",True,6946
schinese,"地图指引做得很差，而且做了很多不必要的东西占空间
其他还是很不错的",True,9651
schinese,"《黑神话：悟空》全面测评
 
游戏基本概况

游戏名称：黑神话：悟空 (Black Myth: Wukong)
开发商：游戏科学(Game Science)
发行日期：2024年8月20日
平台：PC/PS5/Xbox Series X|S
类型：第三人称动作角色扮演(ARPG)，类魂游戏风格
评分：IGN中国10/10，IGN全球8/10，Metacritic 83分(PC版)，Steam 96%好评
 
核心体验测评
 
1. 视觉表现：★★★★★
 
- 画质：UE5引擎打造，照片级写实，光影与材质细节令人惊叹，被数毛社评为&quot;近年来最佳视觉效果之一&quot;
- 美术风格：融合中国传统水墨与写实主义，场景设计如同&quot;动态东方画卷&quot;，怪物与BOSS设计独特且富有想象力
- 技术优化：PC版支持DLSS 4.0/XeSS 2.0/FSR 4.0，RTX 5090可达240+帧；PS5原生4K/60帧稳定运行
 
2. 战斗系统：★★★★★
 
- 棍法系统：三种形态(劈棍、戳棍、扫棍)，每种风格对应不同战术，打击感扎实厚重，反馈清晰
- 技能体系：
- 法术(定身术、火眼金睛等)：可打断BOSS技能或探索辅助
- 变身系统：五十四种精魄变身，每种赋予独特能力(如化身为虎增强近战)
- 武器与披挂：十余种属性棍棒，搭配不同披挂创造多样战斗风格 
- BOSS战：80+首领战，设计精妙，挑战性强，部分被玩家称为&quot;爽到飞起&quot;的体验，尤其是与传统神话角色(杨戬、西王母等)的对决
 
3. 剧情与世界观：★★★★☆
 
- 故事：重构西游神话，讲述&quot;天命人&quot;寻找真相的旅程，穿插悟空与二郎神的&quot;500年赌约&quot;，结局分&quot;坏结局&quot;与&quot;好结局&quot;
- 叙事：多线叙事，支线任务与隐藏剧情丰富，通过&quot;神影图&quot;(图鉴)和NPC对话揭示深层故事
- 文化呈现：深度融合《西游记》元素，配乐采用《云宫迅音》等经典曲目，营造浓厚中国古典氛围
 
4. 探索与关卡：★★★★☆
 
- 地图设计：非线性探索，隐藏路径与秘密丰富，但部分区域存在&quot;空气墙&quot;影响体验 
- 环境细节：每个区域主题鲜明，细节考究，如黑风山、花果山等场景还原度高
- 收集要素：大量隐藏道具、丹药配方、变身精魄，全收集需约100小时
 
5. 音效与音乐：★★★★★
 
- 配乐：中国古典乐器+现代编曲，与场景完美契合，IGN评价&quot;过耳不忘&quot;
- 音效：金箍棒打击、法术释放、怪物嘶吼等音效设计极具代入感，增强战斗体验
 
游戏优缺点分析
 
优点：
 
1. 世界级美术与技术：画面表现达到国际3A水准，成为国产游戏标杆
2. 深度战斗系统：棍法+法术+变身组合，策略性与操作感兼备，媲美《艾尔登法环》
3. Boss战设计：规模与创意俱佳，部分战斗堪称&quot;艺术品&quot;，挑战性与成就感平衡
4. 文化传承创新：重构西游故事，既保留传统精神又赋予现代叙事
 
缺点：
 
1. 技术问题：初期存在闪退、穿模、语言切换等Bug(已通过更新修复大部分)
2. 探索体验：空气墙过多限制探索自由度，部分地图设计较空 
3. 剧情争议：部分玩家认为叙事节奏欠佳，结局设计不够圆满
4. 难度门槛：无难度选择(更新后已添加)，对新手不够友好
 
总体评价：★★★★★
 
《黑神话：悟空》是国产游戏里程碑式作品，以三分之一国际3A团队规模，创造出足以与全球顶级作品比肩的游戏体验。IGN中国评价：&quot;说这是一场工业奇迹也绝不为过&quot;。
 
适合人群：
 
- 动作游戏爱好者(尤其是类魂游戏粉丝)
- 西游记文化爱好者
- 追求高品质游戏体验的玩家
- 支持国产游戏发展的玩家
 
不适合：休闲玩家、对高难度游戏有抵触的玩家
 
最新动态：
 
**DLC&quot;大闹天宫&quot;**已于2025年推出，获MC 93高分，新增&quot;九环锡杖&quot;武器、新Boss与剧情，延续本体高品质。官方确认后续还将开发&quot;狮驼岭&quot;和&quot;女儿国&quot;主题DLC。
 
最后在总结一下：
 
《黑神话：悟空》不仅是一款优秀的游戏，更是中国游戏产业崛起的标志。它证明了中国团队有能力制作出具有全球竞争力的3A大作，为国产游戏树立了新标杆。如果你是动作游戏爱好者，这款作品绝对不容错过。
 
注：本评测基于2025年12月最新版本(含DLC)，游戏仍在持续更新优化中。",True,8947
schinese,难易程度适中，做工实在太精美了,True,6203
schinese,"喜欢的理由，因为好玩；
不喜欢的理由，对其他魂游没什么兴趣了！",True,12058
schinese,"一世名，锁不住他
一道箍，困不住他",True,3030
schinese,我的西行路还很长，我现在还不熟手，以后好好尝尝我的棍棒之威，走着瞧！！,True,655
schinese,国内启蒙3a大型单机，也是我玩的第一款3a大型单机，玩的很开心,True,8759
schinese,"8/10
无处不在的空气墙，动不动还有小bug，铁扇公主的头发在我这里直接透光了，不过这些都无伤大雅，剧情优秀，难度适中，感谢制作组，让我当了一回大圣，伟大无需多言",True,4040
schinese,量大管饱，除了空气墙和d3d12的问题，3A大作没毛病！,True,2251
schinese,"没DLC，仇恨永无止息
没DLC，强弱如我何异
没DLC，一切有情皆孽
没DLC，梦幻泡影空虚
没DLC，忧怖涨落无常
没DLC，芳华刹那而已
没DLC，苦苦不得解脱
没DLC，诸行了无生趣
没DLC？三界六道不就毁在这4个字上吗",True,2898
schinese,优化差4060帧数低。游戏性低只有战斗，地图差。剧情一般,False,629
schinese,实际内容很少，通过各种BOSS无限拉长游戏时间，能感受到满满的恶意,False,2390
schinese,找不到路，跟着攻略一步一步走，大部分时间在跑图，画面糊,False,6019
schinese,"首发通关,游戏整体还行,就是有些地方容易迷路,而且后期地图又空又大,显然是没做完的半成品游戏,但是游科没有选择出dlc填坑而是选择出新作我是看不懂的,完整游玩下来只能给到7分,就目前看来黑神话的游戏质量是不配被称为神作更不配碰瓷年度最佳的,现在最让人恶心的是黑猴社区,这里我看跟邪教已经没区别了,有些人硬是把一个有瑕疵的佳作捧到了神作的位置不容许别人玷污,甚至只是提出游戏的问题也会被扣上汉奸的帽子,还有些魔怔粉丝把拿了年度最佳的小机器人当成了假想敌,认为是小机器人抢走了黑神话的年度最佳,这一点是最幽默的,就算没有小机器人黑神话也是不配拿到年度最佳的呀我看",False,6514
schinese,作为首发预购的玩家 这款游戏游玩体验实在是不怎么样 满屏空气墙让人一点探索欲都没有 发布一年多了 进游戏还是会遇到非常强的卡顿 玩一两个小时以后闪退 也不知道靠爱国赚那么多钱都花在哪了,False,1029
schinese,你为什么会出现在小猫钓鱼和完形填空里面,False,377
schinese,千万别买,False,1144
schinese,港服商店300买的，不值这个价。建议打五折的时候再考虑入。游戏还可以，不过玩了一会儿完全能理解为什么拿不了年度最佳了。,False,90
schinese,剧情就像是一部三流网文一样令人发笑，进游戏没20分钟看了一堆播片，武器打击感差，地图莫名其妙的一堆空气墙，以及一堆莫名其妙的霸体boss，另外你那个识破到底有鸡毛用？,False,169
schinese,"2024年8月预购，2025年12月25日晚通关。为什么花了这么长时间，是因为我在黑猴之前玩法环复健，黑猴浅尝之后，想先把法环通了（这两个游戏的操作和逻辑南辕北辙）。但是沟槽的法环花了我150个小时（这个游戏哪都好，唯一的缺点是容量太大了。为什么有执念，见我的另一篇评测）。之后还白金了只狼、黄油猫，才捡回了黑猴。好在热潮已褪去，可以心平气和地慢慢体会这个国产神作。
#画面：10/10，业界里程碑，花了大心思。每一个BOSS的美术和动作都是溢出的（除了第六章石敢当），好评。回想起看最后一个预告片MV时，打斗场面如跑马灯般应接不暇，当时都惊了，第一作游戏体量就这么大。整体资源量感觉是大于魂3本体的，很多美术资源都是一次性的，没有复用很可惜。
#剧情：10/10，不得不说基于国产名著所衍生的剧情，深度超乎想象。西游记本身就是明代官场的隐喻之作，本作更是将原著中人世炎凉、人心难测的基调完美继承，有无社会阅历都能在其中得到别样的滋味。加之中文语境下极大降低了理解难度，全程都是享受。看完牛魔王那章结尾动画，心情久久不能平息，甚至无心关注结局是什么故事，只想去机核找找老牛的深度解读，尝试读懂这个中年故事。（与之相比，魂系的所谓深度剧情，其实看穿了后很单薄）
#游玩机制：3/10，如果这个游戏是我的第一款游戏，我可能会觉得动作很优秀爽快，BOSS设计十分优秀。可惜我玩过了魂游和只狼，觉得还是有硬伤。动作模组单一缺乏变体，最大的问题是刮痧、缺乏正向反馈（缺乏处决一类的机制）（缺乏一种我和高手过招心砰砰直跳的感觉，轮到我出招也只能刮痧，只有疲惫），打到虎先锋的时候已经红温了，一怒之下开了风灵月影，升了50级、开无限葫芦，游戏终于能玩了起来。对，难度曲线的设计也有问题，地图关卡的设计也缺乏亮点（空气墙就不赘述了），升级加点非常不直观。
#音乐、MV：10/10，机核专访节目中了解到，冯骥创办这个公司就是为了给他写歌词用的，此言不虚。游戏真正想传达的价值观，其实都在歌词里。结合之前说剧情的突出表现，二者很好地互相结合，实现了1+1>2的效果。不说了，去B站再听一遍音乐会。（PS，不堕轮回万古传，歌里还有冯骥的意识形态表达，在此不表，瑞斯拜）
#总结：总而言之，是一部瑕不掩瑜之作。于我个人而言，是一部治好我电子ED的佳作，让我捡起了中断两年的法环并白金、让我鼓起勇气挑战难关，这部游戏的价值就不可估量。于我们的生活而言，我的父母都要慕名来看一眼“这就是黑神话”，游戏被主流社会逐渐接受、成为一件上台面的事情，白广大、Felania老师们主张的“游戏育人”主张，也开始逐步走向现实。歌未竟，东方白，希望游戏科学越来越好，希望游戏业界越来越好。",True,3465
schinese,空气墙和很多地图以及怪设计的不合理，其他都很不错，瑕不掩瑜，下一部好好做,True,3190
schinese,好玩好玩，大圣和天命人真帅！一周目隐藏结局结束刚好100级！,True,2837
schinese,steam让我描述为什么喜欢此产品。为什么喜欢呢？因为猴子就在哪里。这个答案已经足够了。他是中国人的超级英雄，是面对不公平奋起反抗的偶像。前几天我刷视频看到，说如果穿越到一个恐怖片的场景里面，看到什么才能最让人安心？回答是猴子，那只猴子。有了他在，什么魑魅魍魉都要退避三舍。 现在，steam，让我来告诉你为什么喜欢此产品，就是因为那只猴子。,True,6513
schinese,神中神，哪怕是我这种对跑图过剧情无感的也可以下个存档爽爽打bossrush,True,1249
schinese,太上瘾了！被boss虐了100遍终于打通了第一关哈哈。别笑我菜你来你也要被虐（高手除外我是菜鸡）,True,2650
schinese,处处充满故事性的游戏，好评,True,4422
schinese,"非常好玩，我去，建议削弱幽魂
",True,2028
schinese,游戏是还不错，但是，什么时候把DLC端上来？,True,6249
schinese,非常喜欢 中国风的元素 期待DLC,True,7791
schinese,策划这样做这款游戏真不知道是不是傻逼，完全不考虑手残党！垃圾东西,False,315
schinese,"快把袈裟还给我, 嘿, 欸嘿, 啊哈, 吼吼哦, 欺我老朽可恨之极,  唵修多唎摩多娑驮, 嘿, 哈, 唔, 嗨嗨喝, 徒儿们叫他欲走无门, 这般不经烧, 你不是东土来的老爷",True,1252
schinese,什么垃圾游戏，怎么上榜的，那些主播攻略也不要乱推荐好吧，天赋重修了以后更打不过虎先锋了，不知道设置这么难干啥，血厚还难打，之前白衣修士也是的，半天才过，这tm才第二章，伤害又高还不能躲，躲得快打得越狠，而且还总是往枪口上撞。。。。。,False,1596
schinese,连难度设计都没？你这游戏显得我很呆，记住你是游戏，不是《西游记》，我要的是玩儿，不是81难，就这设计还想上TGA，玩家体验你丝毫不考虑？浪费我时间，简直脑子有屎。,False,79
schinese,预购的328版本，但是一直忍住没玩，直到憋了一口气攒了5W彻底配了一台高配电脑，8-9月玩了战神4，10月开始黑神话。81h通1周目，108小时通2周目，132h通3周目，基本没遇到严重卡关，某些如虎先锋居然是一次过，但最难的还是1周目的小黄龙，卡了3小时后学习了一下轮椅打法，才知道不能用识破；然后毒敌大王卡了3-4小时才过，最后的杨戬则是卡了4h后每次差最后5-10%血又去学习了一下轮椅芭蕉扇。总之，难度不算高，但前期战斗引导或许可以稍微加强一下。从个人喜好上，感觉某些BOSS可以加强一下，或者设计必须通过某些法宝/法术才能过，也挺不错。,True,8105
schinese,好玩，画面优秀，堆料充足,True,7178
schinese,好玩的 确实比预期强很多 整体不难,True,2537
schinese,吗喽这游戏初不觉其厉，看今年tga才知道吗喽有多厉害,True,2557
schinese,"第一次正式玩3A,体验很舒适，基本不会卡太久",True,3675
schinese,虽然对新手不友好，但通关后还是很开心的,True,5314
schinese,哪怕没有各种BUFF，当一个普通ARPG也属于上乘之作,True,3947
schinese,真的特别好玩，美术超级超级好,True,2843
schinese,任务指引没有，进地图就跟无头苍蝇一样到处乱跑！~,True,925
schinese,村里第一个大学生就是清华。（全成就达成）[u] （10/10分） [/u],True,4867
schinese,猿神还是太优秀了，搞得我都不想玩别的了,True,4208
schinese,好玩，和小时候一样打怪升级,True,1298
schinese,谁不爱做大圣呀，这是从小到大的梦想。小时候敲坏了多少竹竿树枝？都记不清了,True,1413
schinese,"再优秀的游戏，也难免有瑕疵；何必执着于输赢？

毕竟，这或许是你此生唯一一次，能够真正化身齐天大圣孙悟空，手握金箍棒，脚踩祥云，纵身腾空，大闹天宫，酣畅淋漓地闯一回。

正如金蝉子所言：
“祸乱人心，倒果为因，师兄如此执着于输赢，可笑，可悲”",True,4271
schinese,"对于成就和意义，它取得了。销量爆炸，证明了国单的潜力。
对于游戏本身，质量勉强对的起价格，前几章的怪物质量，场景美术，建模精细度，剧情都及其优秀，但后面两三章不知是赶工还是什么原因，质量就下滑很多。且故事也几乎没讲好，在我这是烂尾。
但总体来说，对于这么一款真正意义上的国单第一，各位可以入手。",True,4968
schinese,"一从大地起风雷，便有精生白骨堆。
僧是愚氓犹可训，妖为鬼蜮必成灾。
金猴奋起千钧棒，玉宇澄清万里埃。
今日欢呼孙大圣，只缘妖雾又重来。",True,2455
schinese,好玩爱玩，就是武器丰富度欠缺点,True,9294
schinese,我心中三A魂类最好的游戏，难度适中剧情还行,True,2477
schinese,国产单机3A游戏必须支持，随迟但到,True,409
schinese,全平台购入只为支持我心目中的年度最佳游戏。,True,2095
schinese,国风第一款必须支持  游戏挺好,True,4261
schinese,挺好玩的，虽然第五章、第六章不行。但是紫云山非常好看,True,3299
schinese,不知道等了多久的，富含咱们文化特色的游戏产品,True,5864
schinese,打击感强，画面十分优质，绝对佳作,True,846
schinese,好玩爱玩虎先锋卡了半小时难死了,True,675
schinese,很好的游戏，为国产游戏走向世界开了个好头,True,1238
schinese,画质很好，艺术成分高，难得的国产佳作,True,3653
schinese,碰上这款3A之后根本停不下来，我想这就是中国人才懂的浪漫吧,True,3802
schinese,"     【完结评价】 
      齐天大圣孙悟空～身如玄铁，火眼金睛，长生不老，还有七十二变！一个筋斗云啊……就是十万八千里！
      太棒了，当我穿上凤翅紫金冠、锁子黄金甲、藕丝步云履，手拿如意金箍棒的时候，一切都值得了。",True,3426
schinese,好玩，不用说别的了，不止情怀来加分，给到夯,True,2613
schinese,无论是剧情还是游戏本身，都太棒了  太喜欢了,True,8239
schinese,真的玩这个前期我的电脑可真是在经历九九八十一难哦= =,True,295
schinese,玩法挺好的，对于初玩动作游戏的新人比较友好。,True,11600
schinese,值得一玩，确实是第一个大学生,True,1969
schinese,空氣墻受不了，怪物設計不合理，一隻弱小怪物卻要給那麼大空間，疑似怕被詬病堆怪，沒有韻味，主角跑速太慢，和我心中的悟空相去甚遠,False,22
schinese,风景优美，战斗过瘾，,True,894
schinese,实际内容少 个人感觉不好玩 半成品,True,2456
schinese,太感动了，每个男人都想当一回孙悟空！,True,1727
schinese,掉帧很严重优化不太好，游科加加油,False,4566
schinese,好玩就是有点贵，还不打折,True,89
schinese,风景美丽，剧情紧凑。,True,5804
schinese,对于我们年轻人来说，这只是一款国产游戏。但对于我们的上一辈来说，他们是看西游记长大的。,True,3754
schinese,村里第一个大学生，虽不完美，但已踏出了历史性的一步，何况这么好玩！,True,689
schinese,DLC是无了，第二部估计又是有生之年,True,3675
schinese,好玩！不过难度偏高。第一次玩魂游。,True,2222
schinese,"48.【黑神话：悟空】2025.12.24--第一次玩类魂游戏，死了很多次一直卡关入了宗门，一周目杨戬还没打。
八戒在路上一直絮絮叨叨的讲述着过去的事情，爱听。
最令人惊喜的是被黄眉放在隰县小西天的镀金悬塑上，现实去这里只是正面侧面远观，而在游戏中，身临其境的站在这廊道上，看着塑像笑眯眯的走来走去，攻击他们会破碎，加上黄眉的话语，太有意思了。",True,1957
schinese,这种震撼不是“国产滤镜”，而是作为一个玩过不少3A游戏的老玩家，在画面、战斗、演出和整体完成度上，能清楚感觉到这是在用世界一线标准做游戏，如果这是中国3A游戏的开始，那我愿意继续支持它走下去,True,4938
schinese,"[h1] 若不拿全这成就，世人又怎知我尘缘已断，金海尽干？[/h1]

太强了，很久没玩到这么好玩的游戏了!各方面都完全不输国外所谓3A大作的标准，玩起来非常爽快！
特别是剧情，太喜欢这种隐晦的叙事剧情游戏了，又找到了玩黑魂和空洞骑士的感觉！爽！
画面满分，音乐满分，剧情满分，已经迫不及待想要玩上下一部作品了~（感觉还有好多事情都没做完啊！！我还要打上天宫，大闹一番！）
继黑魂和空洞骑士之后的又一个手打三周目游戏！
P.S. 这不给年度真的说不过去",True,5936
schinese,这个游戏我玩了一千六百多个小时了，个人觉得这款游戏战斗系统非常哇塞，目前为止没有哪个游戏能超越此游戏！,True,98278
schinese,中国游戏！各方面质量在线,True,5451
schinese,从不写评论，第一次给黑猴了，后面2章，感觉没有前面做的好，但不影响整体质量，玩法和画面，故事，影神图故事细节，每一章结束动画都很用心，以及BGM都很一流，难度适中，作为国产游戏，个人认为是国产之光了，强烈推荐！好评！好评！,True,4264
schinese,"确实被恶心到了，但给差评又不合适，只能说任重道远，继续加油吧
美术超一流，剧情一流，配乐一流，特效一流，战斗不行，只认可杨戬，大部分一般，粪怪纯纯浪费时间，小猴子本身战斗设定也玩得不舒服，动作拖泥带水，前后摇太长
个人建议云一便剧情基本上就把最精华的体验了，玩之前神游100分，玩之后70分，恨不得把负责战斗设计的开了",True,5042
schinese,国产3A神作。个人很喜欢。可惜有点手残,True,5497
schinese,买了好久刚开始玩，可能是之前玩过只狼和法环，打起来还是比较简单，挺好玩的,True,763
schinese,中国的第一款3a大作太完美了，虽然说并不是最好的游戏，但是也是一款值得称赞的游戏,True,2694
schinese,"2025
No.3 通关
一个多月终于彻底通了，还记得第一天的大头让我很是抓狂，第二天还去办公室和同事吐槽：""咋tm第一个boss就这么难呢...”。结果没想到后面的boss一个比一个变态，这一路上和天命人一样，吃了不少苦头啊。我认为游戏内容还是非常惊艳的，尤其美术效果没得说，文化底蕴，文言台词、碑刻书法等等等都是我坚持受虐的动力哈哈。
看着81白金，满满成就感，我玩游戏不想追求全成就，而且也不是很适合这种类型游戏，但谁叫他是孙悟空呢。",True,3236
schinese,操作自由 喜欢剧情,True,2893
schinese,每个时代有每个时代的故事，小时候看的86版西游记也好，原著的西游记也罢，或者是哪吒传奇。那些脍炙人口的神话故事其实都是一代代的改编慢慢得来。回顾它们走来的各个不同版本，每个版本都包含着每个时代的旋律。这次由游戏科学以西游记的故事改编而来的游戏，是否包含了这个时代的旋律呢？,True,2696
schinese,"目前进度打完第三章，难度比起常规魂类型游戏要低很多，无攻略情况下除了寅虎，白衣秀士几乎绝大多数BOSS都是初见过，难度低下的主要原因是技能过多而且CD过短，打很多攻击欲望不强的BOSS甚至可以拖CD。

难度虽然不够硬核，但是美术建模简直绝了，非常精致，与其说是游戏，更像是一件艺术品。而且优化很棒，对显卡要求低，5060laptop2.5k不开光追，影视级混合高级画质，轻松130+fps。

同时剧情也相当优秀，对于佛教哲学有很比较粗浅的阐释，特别是第三章谈到了黄眉的极乐大道，末尾处又提到了佛教八戒。虽然都是一些形而上学探讨，但是不得不否认佛教哲学中的“空”，也是一种极端，换句话讲，过分追求自由，最后成为了自由的奴隶，大概就是这种感觉。

总结一下，上手简单，建模顶级，剧情有内涵，非常棒的游戏体验，值得入手。",True,1895
