file_source,phenomenon,UID,pair_id,sentence_good,sentence_bad,correct_0.5B,correct_1.5B,both_correct,both_wrong,fixed,regression
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,206,冯大哥包扎了手，他们也包扎了。,冯大哥入睡了一天，他们也入睡了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,207,你们驾驶了卡车，我们也驾驶了。,你们坐下了一天，我们也坐下了。,False,False,False,True,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,208,王五预习了教材，冯大哥也预习了。,王五走了一小时，冯大哥也走了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,209,她们拍摄了动作片，张先生也拍摄了。,她们颤抖了一天，张先生也颤抖了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,210,她们观看了电影，他们也观看了。,她们过来了一天，他们也过来了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,211,你们打断了脚，陈大姐也打断了。,你们躺下了很久，陈大姐也躺下了。,False,False,False,True,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,212,他们爆炒了鸭，我也爆炒了。,他们看戏了一天，我也看戏了。,False,False,False,True,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,213,他们吹了双簧，徐小姐也吹了。,他们健身了一分钟，徐小姐也健身了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,214,你们演奏了狂想曲，小明也演奏了。,你们叹息了一分钟，小明也叹息了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,215,李太太喝了白酒，王小姐也喝了。,李太太过去了一小时，王小姐也过去了。,True,False,False,False,False,True
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,216,王先生领养了小猫，她们也领养了。,王先生溜走了一会儿，她们也溜走了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,217,赵大爷麻醉了老虎，王小姐也麻醉了。,赵大爷去了一天，王小姐也去了。,False,False,False,True,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,218,小明拍摄了电影，徐小姐也拍摄了。,小明跳舞了一会儿，徐小姐也跳舞了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,219,你包扎了腿，你们也包扎了。,你哭了一天，你们也哭了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,220,王先生麻醉了大象，我也麻醉了。,王先生出发了一分钟，我也出发了。,False,False,False,True,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,221,李四盖了被子，他们也盖了。,李四跑步了很久，他们也跑步了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,222,我开了火车，他们也开了。,我打架了一会儿，他们也打架了。,False,True,False,False,True,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,223,小明弹了钢琴，你也弹了。,小明起飞了很久，你也起飞了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,224,他观看了电视剧，李先生也观看了。,他闲逛了一小时，李先生也闲逛了。,True,False,False,False,False,True
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,225,徐小姐屠宰了牛，李先生也屠宰了。,徐小姐爬行了一天，李先生也爬行了。,False,False,False,True,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,226,赵大爷驾驶了卡车，他们也驾驶了。,赵大爷出发了一天，他们也出发了。,False,False,False,True,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,227,她预习了教材，她们也预习了。,她走了一小时，她们也走了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,228,郑大妈爆炒了鸡，王先生也爆炒了。,郑大妈品茶了一分钟，王先生也品茶了。,False,True,False,False,True,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,229,我们跨越了海洋，你也跨越了。,我们跑步了一分钟，你也跑步了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,230,王小姐拉了大提琴，我们也拉了。,王小姐颤抖了一小时，我们也颤抖了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,231,他们弹了玻璃珠，你也弹了。,他们叹息了一分钟，你也叹息了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,232,吴太太清洗了杯子，李四也清洗了。,吴太太唱歌了很久，李四也唱歌了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,233,我创作了小说，你们也创作了。,我哭了一天，你们也哭了。,True,False,False,False,False,True
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,234,他领养了小狗，赵大爷也领养了。,他哭了一分钟，赵大爷也哭了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,235,王先生炖了鱼，我们也炖了。,王先生笑了一小时，我们也笑了。,True,False,False,False,False,True
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,236,王大娘爆炒了鸭，我也爆炒了。,王大娘看戏了很久，我也看戏了。,True,False,False,False,False,True
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,237,王大娘拍摄了电影，李太太也拍摄了。,王大娘运动了一会儿，李太太也运动了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,238,李先生驾驶了卡车，你们也驾驶了。,李先生唱歌了一会儿，你们也唱歌了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,239,李先生检查了胃，她们也检查了。,李先生起飞了很久，她们也起飞了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,240,你炖了鸡，张婶也炖了。,你坐下了一分钟，张婶也坐下了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,241,何太太麻醉了老虎，王五也麻醉了。,何太太入睡了一会儿，王五也入睡了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,242,张婶领养了小狗，王五也领养了。,张婶睡觉了很久，王五也睡觉了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,243,他拍摄了电影，王大娘也拍摄了。,他打架了一小时，王大娘也打架了。,False,True,False,False,True,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,244,吴太太打断了手，你也打断了。,吴太太坐下了一天，你也坐下了。,False,False,False,True,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,245,我们屠宰了牛，她也屠宰了。,我们坐下了一天，她也坐下了。,False,False,False,True,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,246,王姨领养了小猫，李四也领养了。,王姨起飞了一小时，李四也起飞了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,247,你们开了卡车，我们也开了。,你们躺下了一会儿，我们也躺下了。,False,False,False,True,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,248,你们拉了小提琴，她们也拉了。,你们走路了一小时，她们也走路了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,249,他们爆炒了鸡，你也爆炒了。,他们游泳了一天，你也游泳了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,250,郑大妈唱了小调，李先生也唱了。,郑大妈偷听了一小时，李先生也偷听了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,251,我跨越了沙漠，她也跨越了。,我健身了一小时，她也健身了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,252,你们开了火车，我们也开了。,你们走路了一天，我们也走路了。,False,False,False,True,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,253,王先生创作了漫画，他们也创作了。,王先生睡觉了很久，他们也睡觉了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,254,他们驾驶了火车，李先生也驾驶了。,他们停下了很久，李先生也停下了。,False,False,False,True,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,255,你们开了飞机，我也开了。,你们走了一天，我也走了。,False,False,False,True,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,256,冯大哥煮了鱼，郑大妈也煮了。,冯大哥呼吸了一天，郑大妈也呼吸了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,257,你拉了大提琴，王大娘也拉了。,你跑步了一分钟，王大娘也跑步了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,258,他们拉了小提琴，张三也拉了。,他们停下了一会儿，张三也停下了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,259,他观看了电视剧，杨大哥也观看了。,他听课了一小时，杨大哥也听课了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,260,王五开了飞机，李太太也开了。,王五唱歌了很久，李太太也唱歌了。,True,False,False,False,False,True
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,261,周大妈屠宰了牛，我也屠宰了。,周大妈来了一分钟，我也来了。,True,False,False,False,False,True
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,262,他演奏了奏鸣曲，她也演奏了。,他爬行了一会儿，她也爬行了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,263,王大娘烧了鱼，我们也烧了。,王大娘去了一天，我们也去了。,True,False,False,False,False,True
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,264,他喝了啤酒，王五也喝了。,他打架了一会儿，王五也打架了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,265,他们吃了蛋糕，你们也吃了。,他们出发了一会儿，你们也出发了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,266,刘先生捕捉了鸭，李太太也捕捉了。,刘先生起飞了很久，李太太也起飞了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,267,她演奏了奏鸣曲，李四也演奏了。,她打架了一小时，李四也打架了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,268,王先生观看了电影，王五也观看了。,王先生闲逛了一小时，王五也闲逛了。,False,True,False,False,True,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,269,她盖了被子，张先生也盖了。,她爬行了一小时，张先生也爬行了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,270,你麻醉了大象，徐小姐也麻醉了。,你微笑了一天，徐小姐也微笑了。,False,False,False,True,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,271,李四驾驶了轮船，徐小姐也驾驶了。,李四哭了一分钟，徐小姐也哭了。,False,False,False,True,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,272,他们清蒸了鸭，冯大哥也清蒸了。,他们游泳了很久，冯大哥也游泳了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,273,他们跨越了沙漠，刘先生也跨越了。,他们叹息了很久，刘先生也叹息了。,True,False,False,False,False,True
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,274,小王炖了鸡，她也炖了。,小王玩耍了一天，她也玩耍了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,275,吴太太屠宰了牛，冯大哥也屠宰了。,吴太太坐下了一小时，冯大哥也坐下了。,False,False,False,True,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,276,她检查了胃，吴太太也检查了。,她看戏了一会儿，吴太太也看戏了。,False,False,False,True,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,277,胡大爷领养了小狗，你也领养了。,胡大爷站立了一会儿，你也站立了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,278,她们烧了鸡，陈大姐也烧了。,她们唱歌了一分钟，陈大姐也唱歌了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,279,你煮了鸭，他也煮了。,你跳舞了一会儿，他也跳舞了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,280,她们麻醉了老虎，张先生也麻醉了。,她们跳舞了一天，张先生也跳舞了。,False,False,False,True,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,281,何太太观看了电影，她们也观看了。,何太太躺下了一会儿，她们也躺下了。,False,False,False,True,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,282,我们喝了橙汁，李四也喝了。,我们颤抖了一小时，李四也颤抖了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,283,他检查了胃，他们也检查了。,他偷听了一分钟，他们也偷听了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,284,王大娘领养了小猫，陈大姐也领养了。,王大娘站立了一分钟，陈大姐也站立了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,285,郑大妈开了卡车，我也开了。,郑大妈笑了一小时，我也笑了。,False,False,False,True,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,286,吴太太喝了白酒，王大娘也喝了。,吴太太跑步了一天，王大娘也跑步了。,False,False,False,True,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,287,你们麻醉了老虎，郑大妈也麻醉了。,你们叹息了一分钟，郑大妈也叹息了。,False,False,False,True,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,288,我们麻醉了老虎，刘先生也麻醉了。,我们笑了一会儿，刘先生也笑了。,False,False,False,True,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,289,张先生驾驶了火车，我也驾驶了。,张先生运动了一分钟，我也运动了。,False,False,False,True,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,290,徐小姐吃了糖，你们也吃了。,徐小姐叹息了很久，你们也叹息了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,291,她们屠宰了牛，她也屠宰了。,她们过去了一天，她也过去了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,292,王先生盖了被子，你们也盖了。,王先生跳舞了一小时，你们也跳舞了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,293,杨大哥拉了小提琴，胡大爷也拉了。,杨大哥玩耍了一分钟，胡大爷也玩耍了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,294,张夫人制作了电视剧，杨大哥也制作了。,张夫人过来了一小时，杨大哥也过来了。,False,False,False,True,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,295,李太太驾驶了货车，陈大姐也驾驶了。,李太太走路了一小时，陈大姐也走路了。,False,False,False,True,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,296,王先生看了录像带，她们也看了。,王先生睡觉了一天，她们也睡觉了。,False,False,False,True,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,297,他盖了被子，胡大爷也盖了。,他唱歌了一会儿，胡大爷也唱歌了。,True,True,True,False,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,298,杨大哥拍摄了电影，她也拍摄了。,杨大哥哭了一分钟，她也哭了。,False,False,False,True,False,False
ellipsis_adj.jsonl,ellipsis,ellipsis_adj,299,她吹了双簧，何太太也吹了。,她呼吸了一分钟，何太太也呼吸了。,True,True,True,False,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,0,徐小姐递给了赵大爷九把椅子，这五位领导也是。,徐小姐递给了赵大爷九把椅子，这五位领导也递给了赵大爷。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,1,王小姐送给了张婶非常多本教材，这个顾客也是。,王小姐送给了张婶非常多本教材，这个顾客也送给了张婶。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,2,我们买给了赵大爷八张桌子，这两位学生也是。,我们买给了赵大爷八张桌子，这两位学生也买给了赵大爷。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,3,宋女士买给了张先生好几本教材，那位记者也是。,宋女士买给了张先生好几本教材，那位记者也买给了张先生。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,4,她借给了王姨几条裤子，她的母亲也是。,她借给了王姨几条裤子，她的母亲也借给了王姨。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,5,张三借给了小明许多本教材，这八位司机也是。,张三借给了小明许多本教材，这八位司机也借给了小明。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,6,小明卖给了周大妈几本教材，那九个打工人也是。,小明卖给了周大妈几本教材，那九个打工人也卖给了周大妈。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,7,她们递给了周大妈十几张桌子，这位下属也是。,她们递给了周大妈十几张桌子，这位下属也递给了周大妈。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,8,你买给了何太太七只手套，这三位领导也是。,你买给了何太太七只手套，这三位领导也买给了何太太。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,9,宋女士借给了张三好几十本教材，郑大妈的妹妹也是。,宋女士借给了张三好几十本教材，郑大妈的妹妹也借给了张三。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,10,你们递给了张三好几百本教材，那六位员工也是。,你们递给了张三好几百本教材，那六位员工也递给了张三。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,11,徐小姐送给了王大娘十几张桌子，另外五个演员也是。,徐小姐送给了王大娘十几张桌子，另外五个演员也送给了王大娘。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,12,你们借给了宋女士许多张桌子，何太太的儿子也是。,你们借给了宋女士许多张桌子，何太太的儿子也借给了宋女士。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,13,他送给了李四两本教材，李先生的老师也是。,他送给了李四两本教材，李先生的老师也送给了李四。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,14,他寄给了冯大哥十个玻璃珠，另外八个罪犯也是。,他寄给了冯大哥十个玻璃珠，另外八个罪犯也寄给了冯大哥。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,15,她们送给了胡大爷许多把椅子，另外三个小孩也是。,她们送给了胡大爷许多把椅子，另外三个小孩也送给了胡大爷。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,16,她借给了郑大妈八本教材，那个记者也是。,她借给了郑大妈八本教材，那个记者也借给了郑大妈。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,17,你们寄给了李先生九只袜子，你们的员工也是。,你们寄给了李先生九只袜子，你们的员工也寄给了李先生。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,18,何太太送给了郑大妈许多本教材，他的妈妈也是。,何太太送给了郑大妈许多本教材，他的妈妈也送给了郑大妈。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,19,吴太太寄给了宋女士好几十只袜子，张三的老板也是。,吴太太寄给了宋女士好几十只袜子，张三的老板也寄给了宋女士。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,20,你寄给了王五六只手套，这个老板也是。,你寄给了王五六只手套，这个老板也寄给了王五。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,21,宋女士寄给了小明三个收音机，那个老板也是。,宋女士寄给了小明三个收音机，那个老板也寄给了小明。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,22,她借给了李先生许多只手套，小明的朋友也是。,她借给了李先生许多只手套，小明的朋友也借给了李先生。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,23,小明买给了刘先生五本教材，那三位舞者也是。,小明买给了刘先生五本教材，那三位舞者也买给了刘先生。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,24,王小姐寄给了郑大妈七个开瓶器，这三个记者也是。,王小姐寄给了郑大妈七个开瓶器，这三个记者也寄给了郑大妈。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,25,他送给了张三许多张桌子，那十位工人也是。,他送给了张三许多张桌子，那十位工人也送给了张三。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,26,李太太递给了李四十只手套，另外七个舞者也是。,李太太递给了李四十只手套，另外七个舞者也递给了李四。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,27,胡大爷寄给了张婶四只袜子，张先生的同事也是。,胡大爷寄给了张婶四只袜子，张先生的同事也寄给了张婶。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,28,她们送给了王五好几条裙子，另外九个顾客也是。,她们送给了王五好几条裙子，另外九个顾客也送给了王五。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,29,杨大哥买给了王五两条裤子，张先生的下属也是。,杨大哥买给了王五两条裤子，张先生的下属也买给了王五。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,30,郑大妈卖给了张先生两本教材，宋女士的同事也是。,郑大妈卖给了张先生两本教材，宋女士的同事也卖给了张先生。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,31,陈大姐借给了徐小姐好几十张桌子，这四个上级也是。,陈大姐借给了徐小姐好几十张桌子，这四个上级也借给了徐小姐。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,32,你卖给了李太太三个饮料瓶，他们的下属也是。,你卖给了李太太三个饮料瓶，他们的下属也卖给了李太太。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,33,我借给了吴太太五个充电器，张先生的妹妹也是。,我借给了吴太太五个充电器，张先生的妹妹也借给了吴太太。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,34,你卖给了王姨九张桌子，那个哥哥也是。,你卖给了王姨九张桌子，那个哥哥也卖给了王姨。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,35,陈大姐送给了张夫人五条裙子，那十位下属也是。,陈大姐送给了张夫人五条裙子，那十位下属也送给了张夫人。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,36,你卖给了王五一条被子，这六个老板也是。,你卖给了王五一条被子，这六个老板也卖给了王五。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,37,我递给了李四四把椅子，那六位消费者也是。,我递给了李四四把椅子，那六位消费者也递给了李四。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,38,你买给了小王几只手套，张三的老板也是。,你买给了小王几只手套，张三的老板也买给了小王。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,39,周大妈卖给了王五三个饮料瓶，那十位舞者也是。,周大妈卖给了王五三个饮料瓶，那十位舞者也卖给了王五。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,40,他借给了陈大姐八把椅子，王五的老板也是。,他借给了陈大姐八把椅子，王五的老板也借给了陈大姐。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,41,何太太借给了徐小姐八张桌子，那三位吉他手也是。,何太太借给了徐小姐八张桌子，那三位吉他手也借给了徐小姐。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,42,我借给了周大妈六张桌子，那个舞者也是。,我借给了周大妈六张桌子，那个舞者也借给了周大妈。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,43,他们送给了何太太四只袜子，我们的妈妈也是。,他们送给了何太太四只袜子，我们的妈妈也送给了何太太。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,44,他卖给了小王好几百张桌子，张先生的同事也是。,他卖给了小王好几百张桌子，张先生的同事也卖给了小王。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,45,徐小姐寄给了王先生五把椅子，另外两个下属也是。,徐小姐寄给了王先生五把椅子，另外两个下属也寄给了王先生。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,46,胡大爷递给了小王七条裙子，那个司机也是。,胡大爷递给了小王七条裙子，那个司机也递给了小王。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,47,冯大哥送给了王大娘好几百只手套，那位领导也是。,冯大哥送给了王大娘好几百只手套，那位领导也送给了王大娘。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,48,我们寄给了周大妈好几十张桌子，那位舞者也是。,我们寄给了周大妈好几十张桌子，那位舞者也寄给了周大妈。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,49,郑大妈买给了张婶几只手套，王大娘的下属也是。,郑大妈买给了张婶几只手套，王大娘的下属也买给了张婶。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,50,他们借给了徐小姐非常多张桌子，那两位老师也是。,他们借给了徐小姐非常多张桌子，那两位老师也借给了徐小姐。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,51,胡大爷卖给了王先生一张桌子，另外九个奴隶也是。,胡大爷卖给了王先生一张桌子，另外九个奴隶也卖给了王先生。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,52,她寄给了小明四张桌子，那位父亲也是。,她寄给了小明四张桌子，那位父亲也寄给了小明。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,53,杨大哥卖给了冯大哥许多条裙子，另外四位母亲也是。,杨大哥卖给了冯大哥许多条裙子，另外四位母亲也卖给了冯大哥。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,54,你买给了刘先生三条裙子，那三个上级也是。,你买给了刘先生三条裙子，那三个上级也买给了刘先生。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,55,张先生卖给了王姨两个饮料瓶，另外九个服务员也是。,张先生卖给了王姨两个饮料瓶，另外九个服务员也卖给了王姨。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,56,他寄给了郑大妈三个收音机，这位上级也是。,他寄给了郑大妈三个收音机，这位上级也寄给了郑大妈。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,57,杨大哥送给了王姨七张桌子，那三位顾客也是。,杨大哥送给了王姨七张桌子，那三位顾客也送给了王姨。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,58,她借给了张三十只手套，吴太太的领导也是。,她借给了张三十只手套，吴太太的领导也借给了张三。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,59,她送给了张先生九把椅子，那个妹妹也是。,她送给了张先生九把椅子，那个妹妹也送给了张先生。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,60,张夫人借给了李四八本教材，李太太的下属也是。,张夫人借给了李四八本教材，李太太的下属也借给了李四。,False,False,False,True,False,False
